2022/08/25 13:46:21 | logging_util.py | INFO| --------------接口测试开始--------------
2022/08/25 13:46:21 | logging_util.py | INFO| 用例标题：添加主品牌
2022/08/25 13:46:21 | logging_util.py | INFO| 请求方式：POST
2022/08/25 13:46:21 | logging_util.py | INFO| 请求路径：https://api-gateway-dev.ab-inbev.cn/products-service/products/manager/createProductsBrand
2022/08/25 13:46:21 | logging_util.py | INFO| 请求参数：{'parentId': -1, 'level': 0, 'name': 'addBrand814'}
2022/08/25 13:46:21 | logging_util.py | INFO| 请求头：{'authentoken': 'f4a1093c-ef3d-4887-a4c1-6aaa3bebebe9', 'type': '1'}
2022/08/25 13:46:21 | logging_util.py | INFO| 实际结果：{'code': 200, 'message': '成功', 'result': True}
2022/08/25 13:46:21 | logging_util.py | INFO| 响应时间：0.308408秒
2022/08/25 13:46:21 | logging_util.py | INFO| 断言响应码成功
2022/08/25 13:46:21 | logging_util.py | INFO| 断言文本成功
2022/08/25 13:46:21 | logging_util.py | INFO| 断言文本=======预期结果message值：成功
2022/08/25 13:46:21 | logging_util.py | INFO| 断言文本=======实际结果message值：成功
2022/08/25 13:46:21 | logging_util.py | INFO| 接口测试通过
2022/08/25 13:46:21 | logging_util.py | INFO| --------------接口测试结束--------------

2022/08/25 13:46:21 | logging_util.py | INFO| --------------接口测试开始--------------
2022/08/25 13:46:21 | logging_util.py | INFO| 用例标题：添加主品牌后查询
2022/08/25 13:46:21 | logging_util.py | INFO| 请求方式：POST
2022/08/25 13:46:21 | logging_util.py | INFO| 请求路径：https://api-gateway-dev.ab-inbev.cn/products-service/products/manager/queryProductsBrandPage
2022/08/25 13:46:21 | logging_util.py | INFO| 请求参数：{'name': 'addBrand814', 'current': 1, 'size': 10}
2022/08/25 13:46:21 | logging_util.py | INFO| 请求头：{'authentoken': 'f4a1093c-ef3d-4887-a4c1-6aaa3bebebe9', 'type': '1'}
2022/08/25 13:46:21 | logging_util.py | INFO| 实际结果：{'code': 200, 'message': '成功', 'result': {'current': 1, 'totalSize': 1, 'list': [{'id': 2136, 'code': '103538', 'name': 'addBrand814', 'level': 0, 'parentId': -1, 'parentName': None, 'deleted': None, 'createdAt': '2022-08-25 13:46:22', 'createdBy': None, 'updatedAt': None, 'updatedBy': None, 'shopId': None, 'source': None, 'status': 1, 'type': 2, 'sapType': 2, 'childList': None, 'sapCode': None, 'sapStatus': None, 'skuCount': 0}]}}
2022/08/25 13:46:21 | logging_util.py | INFO| 响应时间：0.065618秒
2022/08/25 13:46:21 | logging_util.py | INFO| 断言响应码成功
2022/08/25 13:46:21 | logging_util.py | INFO| 断言文本成功
2022/08/25 13:46:21 | logging_util.py | INFO| 断言文本=======预期结果name值：addBrand814
2022/08/25 13:46:21 | logging_util.py | INFO| 断言文本=======实际结果name值：addBrand814
2022/08/25 13:46:21 | logging_util.py | INFO| 接口测试通过
2022/08/25 13:46:21 | logging_util.py | INFO| --------------接口测试结束--------------

2022/08/25 13:46:21 | logging_util.py | INFO| --------------接口测试开始--------------
2022/08/25 13:46:21 | logging_util.py | INFO| 用例标题：编辑主品牌
2022/08/25 13:46:21 | logging_util.py | INFO| 请求方式：PUT
2022/08/25 13:46:21 | logging_util.py | INFO| 请求路径：https://api-gateway-dev.ab-inbev.cn/products-service/products/manager/editProductsBrand
2022/08/25 13:46:21 | logging_util.py | INFO| 请求参数：{'id': 2136, 'name': 'editBrand814', 'level': 0, 'parentId': -1, 'type': 2}
2022/08/25 13:46:21 | logging_util.py | INFO| 请求头：{'authentoken': 'f4a1093c-ef3d-4887-a4c1-6aaa3bebebe9', 'type': '1'}
2022/08/25 13:46:22 | logging_util.py | INFO| 实际结果：{'code': 200, 'message': '成功', 'result': True}
2022/08/25 13:46:22 | logging_util.py | INFO| 响应时间：0.216414秒
2022/08/25 13:46:22 | logging_util.py | INFO| 断言响应码成功
2022/08/25 13:46:22 | logging_util.py | INFO| 断言文本成功
2022/08/25 13:46:22 | logging_util.py | INFO| 断言文本=======预期结果message值：成功
2022/08/25 13:46:22 | logging_util.py | INFO| 断言文本=======实际结果message值：成功
